Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
NC_058914.1,genomic DNA,136757,Hesperostipa neomexicana,969794-1,Poaceae,Hesperostipa,neomexicana,,False,Hesperostipa neomexicana
NC_058817.1,genomic DNA,153352,Paraboea rufescens,382155-1,Gesneriaceae,Paraboea,rufescens,,False,Paraboea rufescens
NC_058848.1,genomic DNA,157263,Epimedium sutchuenense,107323-1,Berberidaceae,Epimedium,sutchuenense,,False,Epimedium sutchuenense
NC_045423.1,genomic DNA,160379,Torminalis glaberrima,77164867-1,Rosaceae,Torminalis,glaberrima,,False,Torminalis clusii
NC_045424.1,genomic DNA,159786,Malus delavayi,77322789-1,Rosaceae,Malus,delavayi,,True,Docynia delavayi
NC_047250.1,genomic DNA,156202,Garcinia gummi-gutta,427982-1,Clusiaceae,Garcinia,gummi-gutta,,False,Garcinia gummi-gutta
NC_047251.1,genomic DNA,123425,Astragalus gummifer,477705-1,Fabaceae,Astragalus,gummifer,,False,Astragalus gummifer
NC_047252.1,genomic DNA,151660,Bidens forbesii,184919-1,Asteraceae,Bidens,forbesii,,False,Bidens forbesii
NC_047253.1,genomic DNA,151788,Bidens campylotheca,50913911-1,Asteraceae,Bidens,campylotheca,,False,Bidens campylotheca
NC_059813.1,genomic DNA,151852,Scutellaria franchetiana,458274-1,Lamiaceae,Scutellaria,franchetiana,,False,Scutellaria franchetiana
NC_059814.1,genomic DNA,152050,Scutellaria barbata,458159-1,Lamiaceae,Scutellaria,barbata,,False,Scutellaria barbata
NC_059815.1,genomic DNA,161105,Quercus acrodonta,295729-1,Fagaceae,Quercus,acrodonta,,False,Quercus acrodonta
NC_059818.1,genomic DNA,154462,Belemia cordata,77210377-1,Nyctaginaceae,Belemia,cordata,,False,Belemia cordata
NC_059821.1,genomic DNA,140062,Cymbopogon densiflorus,396907-1,Poaceae,Cymbopogon,densiflorus,,False,Cymbopogon densiflorus
NC_059822.1,genomic DNA,139704,Cymbopogon obtectus,396976-1,Poaceae,Cymbopogon,obtectus,,False,Cymbopogon obtectus
NC_028000.1,genomic DNA,159528,Clematis terniflora,710123-1,Ranunculaceae,Clematis,terniflora,,False,Clematis terniflora
NC_068273.1,genomic DNA,152350,Dichrocephala benthamii,201281-1,Asteraceae,Dichrocephala,benthamii,,False,Dichrocephala benthamii
NC_033874.1,genomic DNA,154176,Huperzia serrata,20004840-1,Lycopodiaceae,Huperzia,serrata,,False,Huperzia serrata
NC_033876.1,genomic DNA,155355,Populus tremula,302387-2,Salicaceae,Populus,tremula,,False,Populus rotundifolia
NC_033878.1,genomic DNA,158305,Sambucus williamsii,149409-1,Viburnaceae,Sambucus,williamsii,,False,Sambucus williamsii
NC_053570.1,genomic DNA,155923,Thalictrum foeniculaceum,714438-1,Ranunculaceae,Thalictrum,foeniculaceum,,False,Thalictrum foeniculaceum
NC_053571.1,genomic DNA,160178,Sterculia monosperma,825353-1,Malvaceae,Sterculia,monosperma,,False,Sterculia monosperma
NC_053572.1,genomic DNA,160996,Citrus cavaleriei,771870-1,Rutaceae,Citrus,cavaleriei,,False,Citrus cavaleriei
NC_053573.1,genomic DNA,160275,Citrus cavaleriei,771870-1,Rutaceae,Citrus,cavaleriei,,False,Citrus hongheensis
NC_053574.1,genomic DNA,152316,Lagerstroemia balansae,553536-1,Lythraceae,Lagerstroemia,balansae,,False,Lagerstroemia balansae
NC_053578.1,genomic DNA,151674,Primula anisodora,701551-1,Primulaceae,Primula,anisodora,,False,Primula anisodora
NC_057521.1,genomic DNA,165076,Pollia japonica,173017-1,Commelinaceae,Pollia,japonica,,False,Pollia japonica
NC_057523.1,genomic DNA,143865,Melampyrum koreanum,77117130-1,Orobanchaceae,Melampyrum,koreanum,,False,Melampyrum koreanum
NC_042933.1,genomic DNA,163515,Amphilophium carolinae,77141947-1,Bignoniaceae,Amphilophium,carolinae,,False,Amphilophium carolinae
NC_042935.1,genomic DNA,160589,Ipomoea asarifolia,268434-1,Convolvulaceae,Ipomoea,asarifolia,,False,Ipomoea asarifolia
NC_042936.1,genomic DNA,160819,Ipomoea carnea,30299665-2,Convolvulaceae,Ipomoea,carnea,,True,Ipomoea carnea
NC_042937.1,genomic DNA,161563,Ipomoea cavalcantei,129227-2,Convolvulaceae,Ipomoea,cavalcantei,,False,Ipomoea cavalcantei
NC_042938.1,genomic DNA,160414,Ipomoea goyazensis,268942-1,Convolvulaceae,Ipomoea,goyazensis,,False,Ipomoea goyazensis
NC_042944.1,genomic DNA,152345,Aster hersileoides,181395-1,Asteraceae,Aster,hersileoides,,False,Aster hersileoides
NC_059045.1,genomic DNA,160363,Eucalyptus  castrensis,20007244-1,Myrtaceae,Eucalyptus,castrensis,,False,Eucalyptus castrensis
NC_058620.1,genomic DNA,158652,Ulmus lanceifolia,60458505-2,Ulmaceae,Ulmus,lanceifolia,,False,Ulmus lanceifolia
NC_058948.1,genomic DNA,166826,Musa coccinea,797554-1,Musaceae,Musa,coccinea,,False,Musa coccinea
NC_058535.1,genomic DNA,149125,Gentiana triflora,369055-1,Gentianaceae,Gentiana,triflora,,False,Gentiana triflora
NC_058879.1,genomic DNA,156952,Camellia crapnelliana,828510-1,Theaceae,Camellia,crapnelliana,,False,Camellia gigantocarpa
NC_058743.1,genomic DNA,160398,Callianthe picta,77130215-1,Malvaceae,Callianthe,picta,,False,Callianthe picta
NC_058690.1,genomic DNA,152654,Machilus minutiflorus,77112666-1,Lauraceae,Machilus,minutiflorus,,False,Phoebe minutiflora
NC_047254.1,genomic DNA,151826,Bidens mauiensis,185050-1,Asteraceae,Bidens,mauiensis,,False,Bidens mauiensis
NC_047255.1,genomic DNA,151730,Bidens sandvicensis,185220-1,Asteraceae,Bidens,sandvicensis,,False,Bidens sandvicensis
NC_047308.1,genomic DNA,150143,Tanacetum coccineum,252277-1,Asteraceae,Tanacetum,coccineum,,False,Tanacetum coccineum
NC_047309.1,genomic DNA,150171,Tanacetum cinerariifolium,252275-1,Asteraceae,Tanacetum,cinerariifolium,,False,Tanacetum cinerariifolium
NC_047310.1,genomic DNA,158245,Amorpha fruticosa,11421-2,Fabaceae,Amorpha,fruticosa,,True,Amorpha fruticosa
NC_047311.1,genomic DNA,158223,Canavalia cathartica,167471-3,Fabaceae,Canavalia,cathartica,,False,Canavalia cathartica
NC_047312.1,genomic DNA,160497,Acrocarpus fraxinifolius,472105-1,Fabaceae,Acrocarpus,fraxinifolius,,False,Acrocarpus fraxinifolius
NC_059823.1,genomic DNA,140219,Cymbopogon pospischilii,396991-1,Poaceae,Cymbopogon,pospischilii,,False,Cymbopogon pospischilii
NC_059824.1,genomic DNA,139648,Cymbopogon schoenanthus,397010-1,Poaceae,Cymbopogon,schoenanthus,,False,Cymbopogon schoenanthus
NC_059825.1,genomic DNA,139855,Schizachyrium delavayi,420882-1,Poaceae,Schizachyrium,delavayi,,False,Schizachyrium delavayi
NC_059826.1,genomic DNA,139797,Dichanthium foveolatum,398544-1,Poaceae,Dichanthium,foveolatum,,False,Eremopogon foveolatus
NC_059827.1,genomic DNA,139986,Dichanthium tuberculatum,398579-1,Poaceae,Dichanthium,tuberculatum,,False,Eremopogon tuberculatus
NC_059829.1,genomic DNA,139830,Heteropogon melanocarpus,404802-1,Poaceae,Heteropogon,melanocarpus,,True,Heteropogon melanocarpus
NC_059830.1,genomic DNA,139424,Heteropogon ritchiei,404817-1,Poaceae,Heteropogon,ritchiei,,False,Heteropogon ritchiei
NC_059831.1,genomic DNA,139777,Iseilema anthephoroides,406336-1,Poaceae,Iseilema,anthephoroides,,False,Iseilema anthephoroides
NC_028009.1,genomic DNA,153398,Gynochthodes officinalis,77117592-1,Rubiaceae,Gynochthodes,officinalis,,False,Morinda officinalis
NC_028012.1,genomic DNA,128921,Viscum album,300881-2,Santalaceae,Viscum,album,,False,Viscum album
NC_067605.1,genomic DNA,158122,Smilax bockii,541312-1,Smilacaceae,Smilax,bockii,,False,Smilax goeringii
NC_068009.1,genomic DNA,153538,Pittosporum kunmingense,684529-1,Pittosporaceae,Pittosporum,kunmingense,,False,Pittosporum kunmingense
NC_067981.1,genomic DNA,158786,Coelogyne cantonensis,77196186-1,Orchidaceae,Coelogyne,cantonensis,,False,Coelogyne cantonensis
NC_023236.1,genomic DNA,160025,Magnolia fraseri var. pyramidata,77188640-1,Magnoliaceae,Magnolia,fraseri,pyramidata,False,Magnolia pyramidata
NC_023237.1,genomic DNA,159443,Magnolia kobus,332100-2,Magnoliaceae,Magnolia,kobus,,False,Magnolia kobus
NC_023238.1,genomic DNA,158177,Magnolia liliiflora,554759-1,Magnoliaceae,Magnolia,liliiflora,,False,Magnolia liliiflora
NC_023239.1,genomic DNA,160070,Magnolia odora,60433402-2,Magnoliaceae,Magnolia,odora,,False,Michelia odora
NC_023240.1,genomic DNA,160093,Magnolia salicifolia,554831-1,Magnoliaceae,Magnolia,salicifolia,,False,Magnolia salicifolia
NC_030045.1,genomic DNA,166252,Geranium incanum,373171-1,Geraniaceae,Geranium,incanum,,False,Geranium incanum
NC_030069.1,genomic DNA,138976,Urochloa dictyoneura,992521-1,Poaceae,Urochloa,dictyoneura,,False,Urochloa humidicola
NC_031822.1,genomic DNA,159265,Morus cathayana,854633-1,Moraceae,Morus,cathayana,,False,Morus cathayana
NC_031825.1,genomic DNA,152240,Lagerstroemia floribunda,553564-1,Lythraceae,Lagerstroemia,floribunda,,False,Lagerstroemia floribunda
NC_031829.1,genomic DNA,153172,Allium sativum,528796-1,Amaryllidaceae,Allium,sativum,,False,Allium sativum
NC_033879.1,genomic DNA,139753,Brachiaria fragrans,392909-1,Poaceae,Brachiaria,fragrans,,False,Brachiaria fragrans
NC_033881.1,genomic DNA,160807,Castanea henryi,358295-1,Fagaceae,Castanea,henryi,,False,Castanea henryi
NC_034801.1,genomic DNA,159512,Plinia trunciflora,203882-2,Myrtaceae,Plinia,trunciflora,,False,Plinia trunciflora
NC_034802.1,genomic DNA,141168,Saccharum spontaneum,420031-1,Poaceae,Saccharum,spontaneum,,False,Saccharum spontaneum
NC_034803.1,genomic DNA,161528,Vernicia fordii,358198-1,Euphorbiaceae,Vernicia,fordii,,False,Vernicia fordii
NC_053580.1,genomic DNA,153723,Primula heucherifolia,702034-1,Primulaceae,Primula,heucherifolia,,False,Primula heucherifolia
NC_053581.1,genomic DNA,151163,Primula virginis,702771-1,Primulaceae,Primula,virginis,,False,Primula virginis
NC_053583.1,genomic DNA,150974,Primula chionantha,701712-1,Primulaceae,Primula,chionantha,,False,Primula chionantha
NC_053584.1,genomic DNA,153053,Primula saxatilis,702566-1,Primulaceae,Primula,saxatilis,,False,Primula saxatilis
NC_053585.1,genomic DNA,151583,Primula secundiflora,702581-1,Primulaceae,Primula,secundiflora,,False,Primula secundiflora
NC_053587.1,genomic DNA,154713,Primula atrodentata,701572-1,Primulaceae,Primula,atrodentata,,False,Primula atrodentata
NC_053588.1,genomic DNA,154220,Primula alpicola,701526-1,Primulaceae,Primula,alpicola,,False,Primula alpicola
NC_053589.1,genomic DNA,154663,Primula capitata,701676-1,Primulaceae,Primula,capitata,,False,Primula capitata
NC_037401.1,genomic DNA,152238,Impatiens piufanensis,103866-1,Balsaminaceae,Impatiens,piufanensis,,False,Impatiens piufanensis
NC_057526.1,genomic DNA,122389,Rhipsalis teres,138396-1,Cactaceae,Rhipsalis,teres,,False,Rhipsalis teres
NC_057529.1,genomic DNA,156980,Acer sinense,781512-1,Sapindaceae,Acer,sinense,,False,Acer sinense
NC_042949.1,genomic DNA,62375,Cuscuta boldinghii,72768-2,Convolvulaceae,Cuscuta,boldinghii,,False,Cuscuta boldinghii
NC_042950.1,genomic DNA,169944,Daphne tangutica,831368-1,Thymelaeaceae,Daphne,tangutica,,False,Daphne tangutica
NC_042954.1,genomic DNA,155344,Brandisia swinglei,799877-1,Orobanchaceae,Brandisia,swinglei,,False,Brandisia swinglei
NC_058887.1,genomic DNA,152218,Elaeagnus pungens,927283-1,Elaeagnaceae,Elaeagnus,pungens,,False,Elaeagnus pungens
NC_058578.1,genomic DNA,154942,Lonicera fragrantissima,148772-1,Caprifoliaceae,Lonicera,fragrantissima,,False,Lonicera fragrantissima
NC_058582.1,genomic DNA,157009,Citrullus ecirrhosus,291933-1,Cucurbitaceae,Citrullus,ecirrhosus,,False,Citrullus ecirrhosus
NC_058624.1,genomic DNA,158148,Elaeocarpus decipiens,833806-1,Elaeocarpaceae,Elaeocarpus,decipiens,,False,Elaeocarpus decipiens
NC_047360.1,genomic DNA,159795,Cenostigma pyramidale,77158099-1,Fabaceae,Cenostigma,pyramidale,,False,Cenostigma pyramidale
NC_047361.1,genomic DNA,156190,Erythrostemon calycinus,77100785-1,Fabaceae,Erythrostemon,calycinus,,False,Erythrostemon calycinus
NC_047409.1,genomic DNA,160154,Magnolia maudiae,20011707-1,Magnoliaceae,Magnolia,maudiae,,False,Magnolia maudiae
NC_047412.1,genomic DNA,146573,Trifolium pratense,523575-1,Fabaceae,Trifolium,pratense,,False,Trifolium pratense
NC_047420.1,genomic DNA,163515,Roscoea tibetica,798127-1,Zingiberaceae,Roscoea,tibetica,,False,Roscoea tibetica
NC_024827.1,genomic DNA,133291,Retrophyllum piresii,946470-1,Podocarpaceae,Retrophyllum,piresii,,False,Retrophyllum piresii
NC_059834.1,genomic DNA,139582,Iseilema membranaceum,67092-3,Poaceae,Iseilema,membranaceum,,False,Iseilema membranaceum
NC_059835.1,genomic DNA,139806,Iseilema prostratum,406356-1,Poaceae,Iseilema,prostratum,,False,Iseilema prostratum
NC_059836.1,genomic DNA,139635,Iseilema vaginiflorum,67367-3,Poaceae,Iseilema,vaginiflorum,,False,Iseilema vaginiflorum
NC_059838.1,genomic DNA,138941,Themeda anathera,424163-1,Poaceae,Themeda,anathera,,False,Themeda anathera
NC_059839.1,genomic DNA,139036,Themeda cymbaria,424178-1,Poaceae,Themeda,cymbaria,,False,Themeda cymbaria
NC_059840.1,genomic DNA,139655,Themeda huttonensis,424193-1,Poaceae,Themeda,huttonensis,,False,Themeda huttonensis
NC_059841.1,genomic DNA,139649,Themeda minor,934194-1,Poaceae,Themeda,minor,,False,Themeda minor
NC_059842.1,genomic DNA,139865,Themeda mooneyi,424202-1,Poaceae,Themeda,mooneyi,,False,Themeda mooneyi
NC_028032.1,genomic DNA,153751,Humulus lupulus,303502-2,Cannabaceae,Humulus,lupulus,,False,Humulus lupulus
NC_067573.1,genomic DNA,158469,Helwingia japonica,972474-1,Helwingiaceae,Helwingia,japonica,,False,Helwingia japonica
NC_068048.1,genomic DNA,130759,Littorella uniflora,684810-1,Plantaginaceae,Littorella,uniflora,,False,Littorella uniflora
NC_067941.1,genomic DNA,159479,Cryptochilus roseus,77104585-1,Orchidaceae,Cryptochilus,roseus,,False,Cryptochilus roseus
NC_067839.1,genomic DNA,155203,Raphia vinifera,669541-1,Arecaceae,Raphia,vinifera,,False,Raphia vinifera
NC_067675.1,genomic DNA,152698,Isodon pharicus,448601-1,Lamiaceae,Isodon,pharicus,,False,Isodon pseudoirroratus
NC_067499.1,genomic DNA,156931,Schnabelia tetradonta,864601-1,Lamiaceae,Schnabelia,tetradonta,,False,Schnabelia tetrodonta
NC_023241.1,genomic DNA,160044,Magnolia sinica,915250-1,Magnoliaceae,Magnolia,sinica,,False,Magnolia sinica
NC_023242.1,genomic DNA,160033,Magnolia sprengeri,554854-1,Magnoliaceae,Magnolia,sprengeri,,False,Magnolia sprengeri
NC_023234.1,genomic DNA,159950,Magnolia cathcartii,915248-1,Magnoliaceae,Magnolia,cathcartii,,False,Magnolia cathcartii
NC_030053.1,genomic DNA,154751,Coffea canephora,747068-1,Rubiaceae,Coffea,canephora,,False,Coffea canephora
NC_031834.1,genomic DNA,157035,Coccinia grandis,291972-1,Cucurbitaceae,Coccinia,grandis,,False,Coccinia grandis
NC_033893.1,genomic DNA,159730,Juglans mandshurica var. mandshurica,77225214-1,Juglandaceae,Juglans,mandshurica,mandshurica,False,Juglans cathayensis
NC_034806.1,genomic DNA,136949,Torreya grandis,20002256-1,Taxaceae,Torreya,grandis,,False,Torreya grandis
NC_053591.1,genomic DNA,151325,Primula purdomii,702486-1,Primulaceae,Primula,purdomii,,False,Primula purdomii
NC_053592.1,genomic DNA,153439,Primula bullata var. bracteata,77152888-1,Primulaceae,Primula,bullata,bracteata,False,Primula bracteata
NC_053593.1,genomic DNA,151314,Primula hookeri,702051-1,Primulaceae,Primula,hookeri,,True,Primula hookeri
NC_053594.1,genomic DNA,150974,Primula sonchifolia,702635-1,Primulaceae,Primula,sonchifolia,,False,Primula sonchifolia
NC_053595.1,genomic DNA,154752,Primula flaccida,701930-1,Primulaceae,Primula,flaccida,,False,Primula flaccida
NC_053596.1,genomic DNA,154181,Primula dryadifolia,701848-1,Primulaceae,Primula,dryadifolia,,False,Primula dryadifolia
NC_053597.1,genomic DNA,154060,Primula walshii,702783-1,Primulaceae,Primula,walshii,,False,Primula walshii
NC_053599.1,genomic DNA,151897,Primula strumosa,702663-1,Primulaceae,Primula,strumosa,,False,Primula strumosa
NC_057535.1,genomic DNA,155518,Salix cupularis,777400-1,Salicaceae,Salix,cupularis,,False,Salix cupularis
NC_057536.1,genomic DNA,155636,Aconitum quelpaertense,707749-1,Ranunculaceae,Aconitum,quelpaertense,,False,Aconitum quelpaertense
NC_042955.1,genomic DNA,153621,Wightia speciosissima,812915-1,Paulowniaceae,Wightia,speciosissima,,False,Wightia speciosissima
NC_042956.1,genomic DNA,86691,Cuscuta costaricensis,294967-2,Convolvulaceae,Cuscuta,costaricensis,,False,Cuscuta costaricensis
NC_058727.1,genomic DNA,152698,Phoebe formosana,468346-1,Lauraceae,Phoebe,formosana,,False,Phoebe formosana
NC_058750.1,genomic DNA,135101,Elymus virginicus,90367-2,Poaceae,Elymus,virginicus,,False,Elymus virginicus
NC_058825.1,genomic DNA,126117,Astragalus galactites,477527-1,Fabaceae,Astragalus,galactites,,True,Astragalus galactites
NC_058959.1,genomic DNA,155362,Agrimonia coreana,720253-1,Rosaceae,Agrimonia,coreana,,False,Agrimonia coreana
NC_059019.1,genomic DNA,149726,Beta vulgaris,164505-1,Amaranthaceae,Beta,vulgaris,,False,Beta vulgaris
NC_044968.1,genomic DNA,162234,Pontederia cordata,283610-2,Pontederiaceae,Pontederia,cordata,,True,Pontederia cordata
NC_045253.1,genomic DNA,152832,Lindera angustifolia,465322-1,Lauraceae,Lindera,angustifolia,,False,Lindera angustifolia
NC_047366.1,genomic DNA,160973,Senna bicapsularis,518330-1,Fabaceae,Senna,bicapsularis,,False,Senna bicapsularis
NC_047486.1,genomic DNA,153273,Holmskioldia sanguinea,863073-1,Lamiaceae,Holmskioldia,sanguinea,,False,Holmskioldia sanguinea
NC_047377.1,genomic DNA,157343,Storckiella pancheri,519566-1,Fabaceae,Storckiella,pancheri,,False,Storckiella pancheri
NC_047384.1,genomic DNA,151874,Butea monosperma,482566-1,Fabaceae,Butea,monosperma,,False,Butea monosperma
NC_047429.1,genomic DNA,157929,Styrax japonicus,826818-1,Styracaceae,Styrax,japonicus,,False,Styrax japonicus
NC_036307.1,genomic DNA,122562,Taxillus sutchuenensis,552174-1,Loranthaceae,Taxillus,sutchuenensis,,False,Taxillus sutchuenensis
NC_059844.1,genomic DNA,138665,Themeda tremula,424212-1,Poaceae,Themeda,tremula,,False,Themeda tremula
NC_059849.1,genomic DNA,176196,Gaultheria fragrantissima,330539-1,Ericaceae,Gaultheria,fragrantissima,,False,Gaultheria fragrantissima
NC_067775.1,genomic DNA,166178,Berberis wilsoniae,107208-1,Berberidaceae,Berberis,wilsoniae,,False,Berberis wilsoniae
NC_067759.1,genomic DNA,157322,Grammatophyllum scriptum,636307-1,Orchidaceae,Grammatophyllum,scriptum,,False,Grammatophyllum scriptum
NC_068038.1,genomic DNA,153175,Erythranthe minor,77120239-1,Phrymaceae,Erythranthe,minor,,False,Erythranthe minor
NC_031849.1,genomic DNA,160191,Trollius chinensis,715085-1,Ranunculaceae,Trollius,chinensis,,False,Trollius chinensis
NC_031853.1,genomic DNA,151917,Galinsoga quadriradiata,208557-1,Asteraceae,Galinsoga,quadriradiata,,False,Galinsoga quadriradiata
NC_033894.1,genomic DNA,159714,Juglans hopeiensis,442369-1,Juglandaceae,Juglans,hopeiensis,,False,Juglans hopeiensis
NC_033895.1,genomic DNA,152650,Anoectochilus emeiensis,899169-1,Orchidaceae,Anoectochilus,emeiensis,,False,Anoectochilus emeiensis
NC_033896.1,genomic DNA,152653,Cardiocrinum giganteum,532549-1,Liliaceae,Cardiocrinum,giganteum,,False,Cardiocrinum giganteum
NC_033897.1,genomic DNA,152416,Cardiocrinum cathayanum,532547-1,Liliaceae,Cardiocrinum,cathayanum,,False,Cardiocrinum cathayanum
NC_033899.1,genomic DNA,156907,Citrullus mucosospermus,912234-1,Cucurbitaceae,Citrullus,mucosospermus,,False,Citrullus mucosospermus
NC_053388.1,genomic DNA,151222,Farfugium japonicum,207632-1,Asteraceae,Farfugium,japonicum,,False,Farfugium japonicum
NC_034758.1,genomic DNA,134796,Oryza eichingeri,410056-1,Poaceae,Oryza,eichingeri,,False,Oryza rhizomatis
NC_053600.1,genomic DNA,153979,Primula geraniifolia,701965-1,Primulaceae,Primula,geraniifolia,,False,Primula geraniifolia
NC_053601.1,genomic DNA,151233,Primula taliensis,702682-1,Primulaceae,Primula,taliensis,,False,Primula taliensis
NC_053603.1,genomic DNA,153308,Primula septemloba,702587-1,Primulaceae,Primula,septemloba,,False,Primula septemloba
NC_053604.1,genomic DNA,151226,Primula merrilliana,702265-1,Primulaceae,Primula,merrilliana,,False,Primula merrilliana
NC_053605.1,genomic DNA,151974,Primula cicutariifolia,701723-1,Primulaceae,Primula,cicutariifolia,,False,Primula cicutariifolia
NC_053606.1,genomic DNA,153273,Primula calyptrata,70027927-1,Primulaceae,Primula,calyptrata,,False,Primula calyptrata
NC_053607.1,genomic DNA,151706,Primula miyabeana,702285-1,Primulaceae,Primula,miyabeana,,False,Primula miyabeana
NC_053609.1,genomic DNA,150757,Amana baohuaensis,77204132-1,Liliaceae,Amana,baohuaensis,,False,Amana baohuaensis
NC_037446.1,genomic DNA,155622,Fraxinus excelsior,609009-1,Oleaceae,Fraxinus,excelsior,,False,Fraxinus excelsior
NC_037447.1,genomic DNA,160833,Dimocarpus longan,782795-1,Sapindaceae,Dimocarpus,longan,,False,Dimocarpus longan
NC_037448.1,genomic DNA,161231,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,False,Xanthoceras sorbifolium
NC_037478.1,genomic DNA,150414,Adiantum shastense,77148382-1,Pteridaceae,Adiantum,shastense,,False,Adiantum shastense
NC_056335.1,genomic DNA,151696,Primula jiugongshanensis,77174675-1,Primulaceae,Primula,jiugongshanensis,,False,Primula jiugongshanensis
